Date,Open,High,Low,Close,Adj Close,Volume
2003-07-28,25.328205108642578,25.328205108642578,25.328205108642578,25.328205108642578,15.106614112854004,85457
2003-07-29,27.060047149658203,27.060047149658203,27.060047149658203,27.060047149658203,16.139543533325195,221729
2003-07-30,28.79189109802246,28.79189109802246,27.276527404785156,28.79189109802246,17.1724796295166,24942676
2003-07-31,29.874290466308594,30.740217208862305,29.874290466308594,30.740217208862305,18.334524154663086,14878946
2003-08-01,32.688533782958984,32.688533782958984,30.523733139038086,31.173175811767578,18.592754364013672,32596488
2003-08-04,32.1473388671875,32.1473388671875,31.85508918762207,32.1473388671875,19.38654327392578,11173708
2003-08-05,32.43958282470703,32.43958282470703,30.393842697143555,31.85508918762207,19.210302352905273,8318201
2003-08-06,30.978342056274414,32.73183059692383,30.978342056274414,32.1473388671875,19.38654327392578,5045247
2003-08-07,32.1473388671875,32.1473388671875,30.68609619140625,31.27058982849121,18.857818603515625,3613908
2003-08-08,31.27058982849121,31.27058982849121,29.224849700927734,30.393842697143555,18.329092025756836,3541442
2003-08-11,30.10159683227539,30.978342056274414,29.809349060058594,30.10159683227539,18.152851104736328,1465728
2003-08-12,30.393842697143555,30.68609619140625,29.51710319519043,29.51710319519043,17.800369262695312,1246200
2003-08-13,29.809349060058594,31.27058982849121,29.51710319519043,30.978342056274414,18.68157386779785,4257653
2003-08-14,30.978342056274414,30.978342056274414,29.809349060058594,29.809349060058594,17.97661018371582,2644832
2003-08-15,30.393842697143555,30.393842697143555,29.224849700927734,29.224849700927734,17.624126434326172,2544903
2003-08-18,29.51710319519043,29.809349060058594,29.224849700927734,29.51710319519043,17.800369262695312,1530974
2003-08-19,29.51710319519043,30.10159683227539,29.224849700927734,29.224849700927734,17.624126434326172,1207913
2003-08-20,29.51710319519043,29.51710319519043,27.938955307006836,28.640356063842773,17.271642684936523,2735403
2003-08-21,28.05585479736328,28.58190155029297,28.05585479736328,28.289655685424805,17.060155868530273,1614208
2003-08-22,28.348102569580078,30.10159683227539,28.348102569580078,30.10159683227539,18.152851104736328,2875585
2003-08-25,30.978342056274414,32.1473388671875,30.393842697143555,32.1473388671875,19.38654327392578,9681828
2003-08-26,31.562837600708008,31.562837600708008,30.393842697143555,30.68609619140625,18.505332946777344,1958644
2003-08-27,30.68609619140625,30.68609619140625,29.809349060058594,30.10159683227539,18.152851104736328,1254668
2003-08-28,30.10159683227539,30.393842697143555,28.05585479736328,28.874149322509766,17.412635803222656,2759638
2003-08-29,28.75725555419922,29.224849700927734,28.698802947998047,29.16640281677246,17.588876724243164,1401204
2003-09-01,29.224849700927734,29.809349060058594,28.698802947998047,29.809349060058594,17.97661018371582,1057832
2003-09-02,29.51710319519043,29.51710319519043,28.75725555419922,28.99104881286621,17.483131408691406,1750222
2003-09-03,28.99104881286621,28.99104881286621,27.354461669921875,27.705162048339844,16.707674026489258,3163514
2003-09-04,27.41290855407715,27.47136116027832,25.776315689086914,25.776315689086914,15.544477462768555,3813226
2003-09-05,25.71786880493164,25.776315689086914,24.0228271484375,24.0228271484375,14.487031936645508,5179162
2003-09-08,25.659421920776367,25.659421920776367,24.081274032592773,24.315074920654297,14.663272857666016,4433119
2003-09-09,24.548873901367188,25.19182014465332,23.905927658081055,24.95802116394043,15.051004409790039,2618148
2003-09-10,24.841121673583984,24.95802116394043,24.607328414916992,24.841121673583984,14.98050594329834,722833
2003-09-11,24.841121673583984,24.841121673583984,24.841121673583984,24.841121673583984,14.98050594329834,0
2003-09-12,25.13337516784668,26.536161422729492,25.13337516784668,26.536161422729492,16.002702713012695,2601808
2003-09-15,26.3023681640625,26.3023681640625,25.71786880493164,26.185468673706055,15.791220664978027,960997
2003-09-16,26.419267654418945,26.419267654418945,24.899574279785156,25.016475677490234,15.08625316619873,1118619
2003-09-17,25.3087215423584,25.71786880493164,24.665773391723633,25.54252052307129,15.403486251831055,2927474
2003-09-18,25.54252052307129,25.54252052307129,24.37352752685547,24.724220275878906,14.91000747680664,8261248
2003-09-19,24.78267478942871,24.78267478942871,24.139728546142578,24.315074920654297,14.663272857666016,2461260422
2003-09-22,24.19817352294922,24.19817352294922,22.620033264160156,22.620033264160156,13.641074180603027,5316451
2003-09-23,21.626386642456055,22.09398651123047,21.15879249572754,21.91864013671875,13.218097686767578,4955286
2003-09-24,22.327787399291992,23.20453453063965,22.327787399291992,23.20453453063965,13.993557929992676,6974457
2003-09-25,22.91227912902832,23.08763313293457,22.561586380004883,22.91227912902832,13.817312240600586,3114766
2003-09-26,22.795379638671875,22.85383415222168,22.210887908935547,22.444686889648438,13.535329818725586,1846145
2003-09-29,22.210887908935547,22.386234283447266,21.7432861328125,22.15243911743164,13.359086990356445,1524380
2003-09-30,22.26934051513672,22.26934051513672,21.33414077758789,21.860187530517578,13.182847023010254,2421494
2003-10-01,21.217239379882812,21.7432861328125,21.217239379882812,21.451040267944336,12.93610954284668,1075959
2003-10-02,21.860187530517578,22.210887908935547,21.7432861328125,21.7432861328125,13.112348556518555,1055988
2003-10-03,21.801740646362305,23.08763313293457,21.626386642456055,22.620033264160156,13.641074180603027,2968304
2003-10-06,22.85383415222168,23.146080017089844,22.67848014831543,22.795379638671875,13.746816635131836,2455104
2003-10-07,22.85383415222168,23.67212677001953,22.85383415222168,23.61368179321289,14.2402982711792,3292459
2003-10-08,23.905927658081055,25.016475677490234,23.905927658081055,24.548873901367188,14.804266929626465,6148255
2003-10-09,24.665773391723633,24.665773391723633,23.0291805267334,23.379880905151367,14.0993013381958,3656220
2003-10-10,23.379880905151367,23.379880905151367,23.379880905151367,23.379880905151367,14.0993013381958,0
2003-10-13,23.43832778930664,23.67212677001953,22.26934051513672,23.20453453063965,13.993557929992676,3941529
2003-10-14,22.795379638671875,23.08763313293457,22.561586380004883,22.795379638671875,13.746816635131836,1171996
2003-10-15,22.795379638671875,23.0291805267334,22.561586380004883,22.795379638671875,13.746816635131836,1678858
2003-10-16,23.146080017089844,23.379880905151367,22.85383415222168,23.20453453063965,13.993557929992676,2445769
2003-10-17,23.08763313293457,23.496780395507812,22.620033264160156,23.0291805267334,13.887812614440918,2592537
2003-10-20,23.0291805267334,23.0291805267334,22.620033264160156,22.795379638671875,13.746816635131836,552385
2003-10-21,22.795379638671875,22.91227912902832,22.210887908935547,22.26934051513672,13.429585456848145,1923448
2003-10-22,22.26934051513672,23.789026260375977,22.210887908935547,23.789026260375977,14.346041679382324,5780397
2003-10-23,23.555234909057617,24.78267478942871,23.20453453063965,24.256628036499023,14.62802791595459,7717194
2003-10-24,24.548873901367188,24.78267478942871,23.67212677001953,24.256628036499023,14.62802791595459,3250402
2003-10-27,24.490428924560547,24.490428924560547,23.964380264282227,24.19817352294922,14.592774391174316,1526286
2003-10-28,24.431974411010742,24.490428924560547,23.964380264282227,24.37352752685547,14.69852352142334,1862404
2003-10-29,24.548873901367188,25.074920654296875,24.19817352294922,24.78267478942871,14.945261001586914,3934511
2003-10-30,24.841121673583984,25.36717414855957,24.490428924560547,25.250268936157227,15.22724437713623,3119247
2003-10-31,25.250268936157227,25.834768295288086,24.724220275878906,24.95802116394043,15.051004409790039,4187657
2003-11-03,24.95802116394043,24.95802116394043,24.607328414916992,24.78267478942871,14.945261001586914,1211640
2003-11-04,25.016475677490234,25.3087215423584,24.899574279785156,25.016475677490234,15.08625316619873,1485906
2003-11-05,25.016475677490234,25.659421920776367,25.016475677490234,25.659421920776367,15.473984718322754,2423965
2003-11-06,26.010114669799805,27.41290855407715,26.010114669799805,27.179107666015625,16.39043426513672,17696869
2003-11-07,26.945314407348633,27.705162048339844,26.3023681640625,27.354461669921875,16.496183395385742,9021945
2003-11-10,27.120662689208984,27.99740982055664,26.769962310791016,27.763608932495117,16.742918014526367,6897981
2003-11-11,27.47136116027832,27.938955307006836,27.23756217956543,27.763608932495117,16.742918014526367,5349898
2003-11-12,27.763608932495117,28.348102569580078,27.47136116027832,27.938955307006836,16.848665237426758,8535853
2003-11-13,28.289655685424805,29.224849700927734,27.938955307006836,29.107948303222656,17.55362892150879,6129716
2003-11-14,29.224849700927734,30.393842697143555,28.640356063842773,29.809349060058594,17.97661018371582,13870913
2003-11-17,29.51710319519043,29.51710319519043,28.932601928710938,29.16640281677246,17.588876724243164,3341795
2003-11-18,29.16640281677246,29.51710319519043,27.47136116027832,27.763608932495117,16.742918014526367,3671414
2003-11-19,27.705162048339844,28.17275619506836,27.179107666015625,28.17275619506836,16.98965835571289,3706791
2003-11-20,28.523456573486328,28.523456573486328,26.243915557861328,26.419267654418945,15.932206153869629,9788706
2003-11-21,26.010114669799805,26.769962310791016,25.659421920776367,26.769962310791016,16.143701553344727,5921139
2003-11-24,26.536161422729492,27.529809951782227,26.536161422729492,26.945314407348633,16.249446868896484,5621576
2003-11-25,27.179107666015625,27.354461669921875,26.360815048217773,26.47771453857422,15.96745777130127,4666226
2003-11-26,26.594615936279297,26.945314407348633,26.3023681640625,26.828414916992188,16.178953170776367,1991997
2003-11-27,26.769962310791016,27.06221580505371,25.89321517944336,26.47771453857422,15.96745777130127,4464125
2003-11-28,26.47771453857422,26.945314407348633,26.360815048217773,26.594615936279297,16.0379581451416,3224963
2003-12-01,26.88686180114746,28.114309310913086,26.65306282043457,27.705162048339844,16.707674026489258,7672171
2003-12-02,28.05585479736328,29.51710319519043,27.938955307006836,28.698802947998047,17.3068904876709,16886626
2003-12-03,28.75725555419922,30.393842697143555,28.75725555419922,30.10159683227539,18.152851104736328,17621020
2003-12-04,29.809349060058594,29.809349060058594,29.16640281677246,29.16640281677246,17.588876724243164,7543393
2003-12-05,29.16640281677246,29.51710319519043,27.82206153869629,28.640356063842773,17.271642684936523,5822853
2003-12-08,27.82206153869629,28.465002059936523,27.82206153869629,28.231201171875,17.024904251098633,1760780
2003-12-09,28.348102569580078,28.465002059936523,27.99740982055664,28.289655685424805,17.060155868530273,2073884
2003-12-10,28.05585479736328,28.231201171875,27.82206153869629,27.82206153869629,16.778169631958008,1380674
2003-12-11,27.529809951782227,28.05585479736328,27.529809951782227,27.705162048339844,16.707674026489258,1581725
